level,minx,miny,maxx,maxy
4,106.70927582500008,10.821438823000051,106.73930476000004,10.850754799000072
3,106.72284180200006,10.830751810000038,106.72764343600005,10.844202804000076
2,106.72389053900008,10.837563246000059,106.72689403600003,10.841969371000062
1,106.72586880400007,10.837563246000059,106.72687793900008,10.838984793000066
0,106.72592580300005,10.838032251000072,106.72621922600007,10.838341588000048
0,106.72586880400007,10.837708796000072,106.72639114700007,10.838149798000074
0,106.72615080200006,10.837563246000059,106.72679726900009,10.838153903000034
0,106.72602277700008,10.838105727000027,106.72651280200006,10.838744795000025
0,106.72619660900006,10.838174854000044,106.72650780700008,10.83878379400005
0,106.72630938400005,10.838417047000064,106.72687793900008,10.838984793000066
1,106.72438895100004,10.83926920600004,106.72689403600003,10.840253742000073
0,106.72484476600005,10.83967788700005,106.72553605700006,10.839910771000064
0,106.72438895100004,10.839721353000073,106.72485909500006,10.839937461000034
0,106.72440328100004,10.83988723400006,106.72505575500008,10.840117712000051
0,106.72504142100007,10.839872884000044,106.72635781100007,10.840067486000066
0,106.72534949300007,10.83926920600004,106.72641981300006,10.840253742000073
0,106.72632281200003,10.839699578000022,106.72689403600003,10.840122794000024
1,106.72401504200008,10.837639552000041,106.72493723300005,10.838765056000057
0,106.72453337200005,10.83764271800004,106.72468297700004,10.83854460200007
0,106.72444170500006,10.837639552000041,106.72493723300005,10.837805580000065
0,106.72401504200008,10.838356188000034,106.72457329900004,10.838563269000076
0,106.72402436600004,10.83854460200007,106.72458195200005,10.838765056000057
1,106.72491947400005,10.840100432000042,106.72668606400003,10.841119054000046
0,106.72580368300004,10.840784043000042,106.72668606400003,10.841119054000046
0,106.72491947400005,10.840151934000062,106.72515972100007,10.840476299000045
0,106.72507664500006,10.84052693600006,106.72545361700008,10.84070874200006
0,106.72518012900008,10.840676445000042,106.72551153900008,10.840854810000053
0,106.72544128900006,10.840517213000055,106.72562393000004,10.840829701000075
0,106.72514737900008,10.840283610000029,106.72543321200004,10.840458365000075
0,106.72513504100004,10.840123234000032,106.72551203500007,10.84030513600004
0,106.72542087100004,10.840100432000042,106.72659102200004,10.840799749000041
1,106.72411566000005,10.840155523000021,106.72519246900004,10.840933564000068
0,106.72441807500007,10.840326663000042,106.72488623000004,10.840515753000034
0,106.72413224800005,10.840209337000033,106.72441807500007,10.840384063000045
0,106.72440573500006,10.840173461000063,106.72487389100007,10.840362538000022
0,106.72486155000007,10.840155523000021,106.72510179800008,10.840479887000072
0,106.72448409900005,10.840588358000048,106.72467805900004,10.840908614000057
0,106.72463315000005,10.84055575800005,106.72519246900004,10.840897853000058
0,106.72411566000005,10.840624197000068,106.72437199700005,10.840933564000068
1,106.72400914800005,10.839493896000022,106.72461274100004,10.841969371000062
0,106.72410452700007,10.841790265000043,106.72456366000006,10.841969371000062
0,106.72412045900006,10.841417291000027,106.72430413400008,10.841733611000052
0,106.72414458500003,10.839493896000022,106.72429366900008,10.840537271000073
0,106.72426797000008,10.841397462000032,106.72454424600005,10.841719158000046
0,106.72429990000006,10.841151978000028,106.72454052200004,10.84132308900007
0,106.72430177700005,10.840602584000067,106.72450874300006,10.840919376000045
0,106.72400914800005,10.839757218000045,106.72441761000005,10.840144032000069
0,106.72417267300006,10.840998807000062,106.72452781000004,10.841178653000043
0,106.72406321200003,10.84021651300003,106.72461274100004,10.840538841000068
0,106.72418881300007,10.840616993000026,106.72431408100005,10.841328297000075
1,106.72396913400007,10.839357794000023,106.72670233600007,10.839849387000072
0,106.72591581300009,10.839490796000064,106.72631281200006,10.839849387000072
0,106.72625081300004,10.839461590000042,106.72670233600007,10.839783796000063
0,106.72574781200007,10.839357794000023,106.72646781000009,10.83964579700006
0,106.72464448200009,10.839415995000024,106.72535277700007,10.839645411000049
0,106.72396913400007,10.839462135000076,106.72465733600006,10.839694692000023
1,106.72389053900008,10.83806961700003,106.72637581100008,10.839562797000042
0,106.72552881200005,10.838837567000041,106.72621080900007,10.839562797000042
0,106.72549881000003,10.83852047800002,106.72630680900005,10.839077797000073
0,106.72463165700009,10.839187797000022,106.72637581100008,10.839511796000068
0,106.72395690800005,10.839284367000062,106.72464448200009,10.839501147000021
0,106.72389053900008,10.838935820000074,106.72505743100004,10.839198073000034
0,106.72391088400008,10.839011520000042,106.72457823200006,10.839245102000064
0,106.72520318700003,10.83806961700003,106.72589380300008,10.838307376000046
0,106.72457329900004,10.838281494000057,106.72585392300005,10.838782798000068
0,106.72501565600004,10.838518159000046,106.72564480800008,10.83920880100004
